confidence,name_sim,raw_sim,cp_id,oss_id,acreage,year_cp,year_oss,cp_name,oss_name,cp_raw,oss_raw
87.39622641509433,88.0,86.8,II_10_1917,6939,400.0,1718,1718,George Freeman,Geo Freeman,"GEORGE FREEMAN, 400 acs. (N.
L.), Henrico Co; on E, side of Tuckahoe main branch; & down Deep run;
22 Jan. 1718, p. 408. 40 Shill.",400a Henrico/ E s Tuckahoe main br
87.38317757009347,100.0,74.8,II_14_4873,8914,1000.0,1728,1728,Richard Sharp,Richard Sharp Of Spotsco,"RICHARD SHARP, 1000 acs. (N.
L.j, Spotsylv. Co., in St. George’s Par;
on both sides the New Mountain Road;
adj. George Porvise (Purvise); 28
Sept, 1728, p. 108.
JOSEPH SHARP & WILLIAM",1000a on both sides New Mountain road in St Georges parish in Co. aforesaid
87.38069989395547,87.0,87.8,II_10_1646,4999,479.0,1717,1717,John Bolling,Jno Bolling,"JOHN BOLLING, EDWARD BOWMAN, & JOHN BOMAN, 479 acs.
(N. L.), Henrico Co; on E. side of
Falling Cr; 15 July 1717, p. 325. Imp.
of 10 pers: John Jones, Emanuel Ham,
Jam. Butler, William Paddison, John.
CAVALIERS AND PIONEERS
Smith, Cornelius Flood, Charles Cartee,
John Dennum, Margr. Deendra, Mary
Lacee.",479a Henrico/ on Falling Ck
87.35632183908046,100.0,74.7,II_13_4423,10396,1000.0,1728,1728,William Robertson,William Robertson Of York County Gent.,"WILLIAM ROBERTSON, GENT.,
of York Co; 1000 acs. (N, L.), Spotsyl.
Co., in St. George’s Par; on the head
of Stone Horse Sw., on both sides of
Piggeon Riv., on N. side the Northanna
(Riv.); adj. Mr. Robert Baylor; Col.
David Bray; Mr. Harry Beverley; Mr.
John Camm; Sam’l. Smith; Roger
Tandy; & Capt. Camm’s lines; 28 Sept.
1728, p. 430.",1000a upon the head of Stone Horse Swamp and on both sides of Piggeon River on the N side the Northanna in Saint Georges parish
87.34939759036145,100.0,74.7,II_10_1474,10955,250.0,1715,1715,Samuel Clark,Samuel Clark Of Surry County,"SAMUEL CLARK, 250 acs. (N. L.),
Surry Co; §. side the main Blackwater
Sw; on land formerly Col. Wm. Randolph’s, dec’d; on E, side of Atsamoosock Sw; 23 Mar. 1715, p. 279. 25
Shill.",250a on S side main Blackwater Swamp in sd Surry County
87.34939759036145,100.0,74.7,II_10_1782,10981,325.0,1717,1717,William Heath,William Heath Of Surry County,"WILLIAM HEATH, 325 acs. (N.
L.), Surry Co; on SW side of the
Warwick Sw., at the dividing line bet.
Surry & Pr. Geo, Countys; cown run
of the Sawnitt Br; to Thom-s Eldridge’s
land; down run cf Wales Br; 24 Jon.
1717, p. 362. 20 Shil)., & Imn. of 3
pers: Benjamin Foster, Julicn Foster,
& Anne Arringtcn.",325a on SW side of the Warwick Swamp in sd Surry County
87.34335839598998,84.2,90.5,II_14_5220,6976,400.0,1731,1731,Thomas Owen,Tho Owen,"THOMAS OWEN, 400 acs. (N. L.),
Henrico Co; on N. side of James Riv;
adj. Robert Moseby; & Robert Adams;
7 Mar, 1731, p. 375. 40 Shill,",400a Henrico/ N s James Riv
87.33333333333334,100.0,74.7,II_10_1792,10983,225.0,1717,1717,George Passmore & John Peterson,George Passmore & John Peterson,"GEORGE PASSMORE & JOHN
PETERSON, 225 acs. (N, L.), Pr. Geo.
Co; S. side of Nottoway River; on the
Island Swamp; 18 Mar. 1717, vp. 365.
20 Shill., & Imp. of: Alexander Notes.",225a S side Nottoway River in Prince George County
87.33333333333334,100.0,74.7,II_12_2823,9249,249.0,1724,1724,William Jackson,William Jackson Of Prince George County,"WILLIAM JACKSON, 249 acs. (N.
L.), Pr. Geo. Co; on both sides of the
Cattail Swamp; 9 July 1724, p. 66. 25
Shill.",249a Prince George/ on both Sides of the Cattail Sw.
87.33333333333334,100.0,74.7,II_13_3641,6691,308.0,1725,1725,Benjamin Brown,Benjamin Brown,"SAME. 308 acs. (N. L.); same
County, date, & page. On both sides
of Hollowing Camp Cr. 35 Shill.",308a in Hanover on both sides Hollowing Camp Creek
87.31473408892764,93.5,81.1,II_9_979,6020,945.0,1705,1705,Allenson Clarke & Charles Russell,Allenson Clark & Chas Russell,"ALLENSON CLARKE & CHARLES
RUSSELL, 945 acs., named Windsor
Forrest, Henrico Co; on N. side of
James Riv., & on E, side of the main
br. of Tuckahoe Cr; 2 May 1705, p.
673. Trans. of 19 pers: Edwd. Hall,
Geo. Wall, Will. Ball, John Brumfeild,
Jos. Smith, Tho. Chapman, John English, Wm. West, Mill Michill, Mary
Collett, Sara Honor, Wm. Sampson,
Thomas Busby, Nicho. Marsh, Jos.
Prichard, Constant Bembridg, Tho.
Bembridg, Wm. Sampson, Nicho. Suttle,",945a -/E s Tuckahoe main Ck
87.31343283582089,100.0,74.6,II_12_3108,7424,1000.0,1725,1725,Ambrose Joshua Smith,Ambrose Joshua Smith,"SAME. 1000 acs. (N, L.); same Co..
date, & page. On both sides of Overton’s fork of Elk Cr; beg. at cor. of
Mr. Dickason & Mrs. Arnold’s lands.
5 Lbs. Money,",1000a on both sides Overtons Fork of Elk Creek
87.28813559322035,100.0,74.6,II_12_2894,11086,185.0,1724,1724,Henry Hart,Henry Hart Of Surry County,"HENRY HART, 185 acs. (N. L.),
Surry Co., on NW side of the Lightwood Swamp; 9 July 1724, p. 101. 20
Shill.",185a N side Lightwood Swamp in sd County
87.27272727272728,100.0,74.5,II_11_2348,6609,400.0,1722,1722,Nicholas Mills,Nicholas Mills,"NICHOLAS MILLS. 400 acs. (N.
L.), Hanover Co; on S. side the Little
River, bet. mouth of Jones’ Sw. & Licking pial Cr; 18 Feb. 1722, p. 161. 40
Shill.",400a on the S side the Little River between the Mouth of Jones Swamp & Lickinghole Swamp
87.25490196078431,100.0,74.5,II_9_916,10745,900.0,1704,1704,Robert Hart,Robert Hart Of Surry County,"ROBERT HART, 900 acs., Low. Par.
of Surry Co; on the maine Black Water
Sw; adj. Robt. & Wm. Gualtney; old
Clarke’s line; up run of the Mill Sw;
a little above Huniford’s bridge; to cor.
betwixt sd. Hact’s “Littleboys Napkins”
& Wrebb’s land; to br. dividing Hart's
Jand from 100 acs. of Anthony Evans;
20 Oct. 1704, p. 637. Said 900 acs.
with 100 acs. more, (now in the tenure
of Anthony Evans) granted Maj, Robert
Shephard, Grandfather of sd, Robert, 8
Oct. 1650, & now in the actuall possession & rightfully belonging to sd.
Robert.",900a on the maine black water Swamp in the lower parish of Surry County
87.25490196078431,100.0,74.5,II_11_2246,6085,337.0,1722,1722,David Pattison,David Pattison,"DAVID PATTISON, 337 acs. (N.
L.), Henrico Co; on N, side of James
Riv; adj. Charles Christian; 22 June
1722, p. t10. 35 Shill.",337a -/N s Jas Riv adj Chas Christian
87.25490196078431,100.0,74.5,II_13_4610,9733,150.0,1730,1730,Robert Harris,Robert Harris Junr And John Harris Of Isle Of Wight County,"ROBERT HARRIS, JUNR.. & JOHN
HARRIS, 150 acs. (N.L.), Is. of Wight
Co; S. side the main Blackwater Sw;
on E. side of Barbakue Sw., corner of
Arthur & Joseph Williamson; 28 Sept.
1730, p. 516. 15 Shill.",150a on the S side of the Main Blackwater Swamp in sd Isle of Wight County
87.25490196078431,100.0,74.5,II_14_5391,11203,75.0,1732,1732,William Edmunds,William Edmunds Of Surry County,"WILLIAM EDMUNDS, 75 acs. (N.
L.), Surry Co; N. side of Nottoway
Riv., & on both sides of Austin’s Br;
adj. Richard Parker; John Hunt; & his
own land; 28 Sept. 1732, p. 494. 10
Shill,",75a N side Nottoway River on both sides Austins br. in Surry County
87.17948717948718,100.0,74.4,II_9_248,7337,300.0,1698,1698,John Gyles (giles),John Gyles,"JOHN GYLES (Giles), 300 acs., Is.
of Wight Co; bet. Kingsale Sw. & the
main Black Water; adj. Hodges Councell; & Thomas Man; 15 Oct. 1698, p.
180. Granted Bridgeman Joyner, 16
Apr. 1683, deserted, & now granted by
order, &c. Trans. of 6 pers.*",300a between Kingsale swamp and the main black water
87.17948717948718,100.0,74.4,II_13_3795,7443,2000.0,1727,1727,Charles Hudson,Charles Hudson,"CHARLES HUDSON, GENT., 2000
acs, (N. L.), Hanover Co; on both
sides of Hudson’s Cr., & S. side the
South Anna of Pamonkey River; adj.
John Bunch; 16 June 1727, p. 97. 10
Lbs., Money,",2000a on both sides Hudsons Creek and the S side the S Anna
87.16791979949875,97.1,77.2,II_9_587,6916,230.0,1702,1702,Nicholas Hutchins,Nicholas Hutchings,"NICHOLAS HUTCHINS, 230 acs.,
Henrico Co; on N, side of James Riv.,
on W. side of 4 Mile Cr; adj. Henry
Pew; & Mr. John Woodson; 25 Apr.
1702, p. 436. Trans. of 5 pers.* Note:
5 rights paid for to Wm. Byrd, Esqr.,
Auditor.",230a Henrico/ 4Miile Ck of N s James Riv
87.14285714285714,100.0,74.3,II_14_4672,9725,175.0,1728,1728,Thomas Deloach,Thomas Deloach Of I'le Of Wight County,"THOMAS DELOACH, 175 acs. (N.
x, 4s. of Wight Co; 28 Sept. 1728, p.
5. S. side the main Black Water Sw;
& on S. side the Lightwood Sw. 20
Shill.",175a on the S side of the Main Black Water in the County of I'le of Wight aforesaid
87.14285714285714,100.0,74.3,II_14_5342,9270,1272.0,1732,1732,Robert Munford,Robert Munford Of Pgco.,"ROBERT MUNFORD, GENT., 1272
acs, (O. & N. L.), Pr, Geo. Co; N.
side of Moccosoneck Cr., adj. the County
Line; on Butler’s cor., on Rovanty Sw;
& down Beasley’s Br; 28 Sept. 1732, p.
470. 357 acs. part granted him, 1 May
1706. 4 Lbs., 15 Shill,",1272a Prince George/ on the N side of Moccosoneck Cr. & joyning to the Co. line
87.09677419354838,100.0,74.2,II_10_1723,9216,230.0,1717,1717,Shanes Raynes,Shanes Raynes,"SHANES RAYNES, 230 acs. (N.
L.), Pr. Geo. Co; on N, side of Jones’
Hole Sw; above Thomas Raynes’ house:
adj. Bobbett’s land; & Raynes’, alias
ues line; 22 Jan. 1717, p. 348. 25
Shill.",230a Prince George/ N Side of Jones hole Sw.
87.09677419354838,100.0,74.2,II_11_2197,9227,85.0,1721,1721,Cuthbert Williamson,Cuthbert Williamson,"CUTHBERT WILLIAMSON, 85 acs.
(N. L.), Pr. Geo. Co; on N. side of
Jones’ Hole Sw; on his own.-land; at
head of Cherry Orchard Br. or Sw; 13
Nov. 1721, p. 80. 10 Shill:",85a Prince George/ N side of Jones Hole Sw.
87.09677419354838,100.0,74.2,II_11_2217,10316,9400.0,1722,1722,Larkin Chew,Larkin Chew Of Spotsylvania Co.,"LARKIN CHEW, 9400 acs. (N. L.).
Spotsylvania Co., in St. George’s Par;
cn S. side of Mattapony Riv; by a large
poison field; by main run of the third
river in low ground; cor. of Nathaniel
Sanders in sight of a pon (?) on the
Ridge; along Bowker’s line; cor. of
Larkin Chew; by Major Robinson’s
Quarter; 4 June 1722, p. 91. 47 Lbs.",9400a S side of Mattapony river in St. Georges parish in Spotsylvania County aforesaid
87.09677419354838,90.3,83.9,II_13_4005,6164,400.0,1727,1727,Charles Christian,Chas Christian,"CHARLES CHRISTIAN, 400 acs.
(N. L.), Henrico Co; on N. side of
James River; at his own land “on W.
side of Wild Boare Cr; 13 Oct. 1727,
p. 224. 40 Shill.",400a -/on Wild Boare Ck
87.09677419354838,100.0,74.2,II_14_5197,29,400.0,1731,1731,Thomas Carr,Thomas Carr Of Caroline Co. Gent.,"THOMAS CARR, GENT., of Caroline Co; 400 acs. (N. L.), Hanover
Co; on back of the Chestnut Mts., adj.
his own land; 28 Sept. 1731, p. 357.
40 Shill.",400a on the back of the Chestnut Mountains and
87.07865168539325,100.0,74.2,II_13_4535,7489,1577.0,1730,1730,Nicholas Meriwether,Nicholas Meriwether,"COL. NICHOLAS MERIWETHER,
1577 acs. (N. L.), Hanover Co; on
both sides of Golden Myne Cr. & Ducking Hole Sw; adj. Benjamin Brown; 28
Sept. 1730, p. 480. 8 Lbs., Money.",1577a on both sides Golden Mine Creek and Ducking Hole Swamp
87.04318936877075,85.7,88.4,II_10_1947,5015,400.0,1719,1719,John Martin,Jno Martin,"JOHN MARTIN, 400 acs. (N. L.),
Henrico Co; beg. in the French Line,
parting his own & land of Capt. Abraham Salle; 11 July 1719, p. 419. Oué
of the lower part of the last 5,000 acsi
surveyed for the French Refugees,",400a Henrico/ on French line
87.04318936877075,85.7,88.4,II_14_5258,6236,400.0,1732,1732,John Walker,Jno Walker,"JOHN WALKER, JUNR., of Hanover Co; 400 acs. (N. L.), Goochland
Co; N, side of James Riv., on brs. of
Licking Hole Cr; adj. Col. John Syme;
George Payne; Robert Adams; & HolJand’s lands; 11 Apr. 1732, p. 408.
40 Shill.",400a -/brs of Licking hole Ck
87.03703703703704,100.0,74.1,II_10_1413,10945,200.0,1715,1715,Joseph Wall,Joseph Wall Of Surry County,"JOSEPH WALL, 200 acs, (N. L.),
Surry Co; S. side the main Blackwater
Sw., & on both sides the Wild Catt
Br; 23 Mar. 1715. p. 261. 20°Shill.",200a S side main blackwater Swamp and on both sides of the Wild Catt branch in sd County
87.03703703703704,100.0,74.1,II_12_2875,11077,95.0,1724,1724,Robert Proctor,Robert Proctor Of Syco,"ROBERT PROCTOR, 95 acs. (N.
L.), Surry Co; S. side of the main
Black Water Sw; on N. side of Chincopen Sw., corner of Thomas Horton; 9
July 1724, p. 92. 10 Shill,",95a S side of the Main Black Water Swamp in sd County
87.03703703703704,100.0,74.1,II_12_3319,11106,250.0,1725,1725,Jones Stokes,Jones Stokes Of Surry County,"JONES STOKES, 250 acs. (N. L.).
Surry Co; N. side the Spring Sw., &
S. -side of Nottoway River; adj. lands
of John Jones; Silvanus Stokes; &
Henry Brown; 24 Mar. 1725, p. 378.
25 Shill.",250a N side Spring Swamp on S side Nottoway River sd County
87.03703703703704,100.0,74.1,II_13_3804,7455,400.0,1727,1727,William Meriwether,William Meriwether,"WILLIAM MERIWETHER, of New
Kent Co; 400 acs, (N. L.), Hanover
Co; on both sides the South Anna
(Riv.), adj. Col. Meriwether; near
Indian Creek; 16 June 1727, p. 103. 40
Shill.",400a on both sides the S Anna adj Col Meriwethers line
87.03703703703704,100.0,74.1,II_14_5394,11208,195.0,1732,1732,Josiah Barker,Josiah Barker Of Surry County,"JOSIAH BARKER, 195 acs, (N. L.),
Surry Co; on’S. side the main Black
Water Sw; on N. side of the Old Town
Sw; adj. Johne (or Jehue) Barker;
Wm. Cook; & his own Jand; over run
of the Licking Marsh Br; 28 Sept, 1732,
p. 496. 20 Shill.",195a on S side the main black Water Swamp in sd County
86.98630136986301,100.0,74.0,II_9_533,10888,350.0,1701,1701,John Poythris,John Poythris Senr Of Deep Bottom,"JOHN POYTHRIS, SENR., of Deep
Bottom, 350 acs., Chas, City Co; N.
side of Nottaway Riv; adj. 950 acs.
patented by Hugh Lee, Junr. (& sold to
William Jones, Senr., Robert Hix, the
taylor, Senr., & John Roberts); to fork
of the Myery Br., parting Tonatora old
feild; to the Indian Sw: 24 Oct. 1701,
p. 396. Trans. of 7 pers: John Lee,
Robert Boreman, Humphry Hix, Hen.
Snetgrove, Mary Drin, N. Standback,
Wm. Lambud.",350a Charles City Co. on the N Side Nottaway River
86.98630136986301,100.0,74.0,II_11_2409,11011,100.0,1722,1722,John Jeffreys,John Jeffreys Of Syco,"JOHN JEFFREYS, 100 acs. (N, L.),
Surry Co; S. side of the main Black
Water Sw; on N. side of Seacock Sw;
by Wall’s Branch; 18 Feb. 1722, p. 188.
10 Shill.",100a on S side of the Main Blackwater Sw. in sd Co.
86.95652173913044,100.0,73.9,II_9_284,7338,634.0,1699,1699,Hugh Campbell,Hugh Campbell,"HUGH CAMPBELL, 634 acs., Is. of
Wight Co., 6 June 1699, p. 203. Beg.
in a br. of the Cyprus (Sw.); to Mr.
Driver’s new land; by Rutter’s land; by
Mr, Ruffin; to miles end of Bennett &
Smith. Granted Robert Coleman, 25
Sept. 1667, deserted, & now granted by
order, &c. Imp. of 13 pers.*",634a in the Isle of Wight County
86.9047619047619,100.0,73.8,II_14_5380,9269,679.0,1732,1732,Samuel Lee,Samuel Lee Of Prince George,"SAMUEL LEE, 679 acs. (O. & N.
L.), Pr. Geo. Co; on both sides the
Gr. Br. of Warwick Sw; below his
cornfield; on John Leadbiter’s line; 28
CAVALIERS AND PIONEERS
Sept. 1732, p. 489. 325 acs. part
granted him by former patent. 35 Shill.",679a Prince George/ both sides of the great Br. of Warwick Sw.
86.88311688311688,90.9,82.9,II_9_677,10896,634.0,1702,1702,James Tones,James Jones,"JAMES TONES, 634 acs., Surry Co;
S. side of Blackwater Sw; down Warreacks Swamp; 28 Oct. 1702, p. 497,
Trans. of 13 pers: Robert Edghill,
Alexander Young, George Jackson,
Albertus Warring, John Bentley, Chr.
Bonner, Wm. Jones, Benja. Sudall,
Dinl. Strange, Thomas Parsons, Saml.
Tomlin, Henry Bentley, Edward Jones.",634a Surry County on S side blackwater Swamp
86.84210526315789,100.0,73.7,II_11_2297,9238,239.0,1722,1722,Thomas Addison,Thomas Addison Of Prince George County,"THOMAS ADDISON, 239 acs. (N.
L.), Pr, Geo. Co; on S. side of Warwick Sw., adj. his own & Epes’ line;
by Joseph’s road, to gr. br. of Joseph’s
(Sw.); 22 June 1722, p. 133. 25 Shill.",239a Prince George/ on the S Side of Warwick Swamp adj his own and Epes's line
86.84210526315789,100.0,73.7,II_11_2396,11017,100.0,1722,1722,John Pasmore,John Pasmore,"JOHN PASMORE, 100 acs. (N. L.),
Surry Co; on S, side of Nottoway Riv;
on his own land; by the Island Swamp;
18 Feb. 1722, p. 182. Imp. of 2 pers:
Benjamin Chaficey & William Tilly.",100a S Side Nottoway River Surry County
86.84210526315789,100.0,73.7,II_11_2419,11021,100.0,1722,1722,Thomas Peters,Thomas Peters Of Surry County,"THOMAS PETERS, 100 acs. (N.
L.), Surry Co; on N, side of Nottoway
River; adj. John Barker’s land; 18 Feb.
1722, p. 192. 10 Shill.",100a N side Nottoway River in sd County
86.84210526315789,100.0,73.7,II_11_2592,11055,475.0,1723,1723,Robert Wynn,Robert Wynn Of Surry County,"ROBERT WYNN, 475 acs. (N. L.),
Surry Co; on N. side of Stony Creek:
adj. Daniell Tucker; 5 Sept. 1723, p.
276. 50 Shill,",475a on N side Stony Creek in sd County
86.84210526315789,100.0,73.7,II_12_2934,6104,350.0,1724,1724,Edward Scott,Edward Scott,"EDWARD SCOTT, 350 acs. (N.
L.), Henrico Co; on E, side of Licking
Hole Cr; 22 Feb. 1724, p. 129. 35
Shill.",350a Henrico/na
86.84210526315789,100.0,73.7,II_12_3334,7422,400.0,1725,1725,Andrew Hunter,Andrew Hunter,"ANDREW HUNTER, 400 acs, (N.
L.). Hanover Co; adj. Mr. Robert Clopton; & John Michael Stoltz; 24 Mar.
1725. p. 385. 40 Shill.",400a in Hanover
86.84210526315789,100.0,73.7,II_12_3480,11110,270.0,1725,1725,Nicholas Callyham,Nicholas Callyham Of Surry County,"NICHOLAS CALLYHAM, 270 acs.
(N. L.), Surry Co; on S, side of Nottoway Riv; beg. at mouth of the Reedy
Br., on N. side of the Flatt Sw; on
Robert Reeves’ land; by Rainey’s Br;
24 Mar. 1725, p. 465. 30 Shill.",270a S side Nottoway River Surry County
86.84210526315789,100.0,73.7,II_13_3868,11130,100.0,1727,1727,James Cain,James Cain Of Surry Co.,"JAMES CAIN, 100 acs. (N. L.).
Surry Co; on N. side of ‘Nottoway
River; adj. Samuel Mathews; & Marmaduke Brown; over the Rockey Run; 16
June 1727, p. 140. 10 Shill,",100a N side Nottoway River in sd County
86.84210526315789,100.0,73.7,II_13_4061,11151,175.0,1727,1727,John Williamson,John Williamson Of Surry County,"JOHN WILLIAMSON, 175 acs. (N.
L.), Surry Co; S. side of Nottoway
Riv; on N. side of the Cyprus Branch;
13 Oct. 1727, p. 260. 40 Shill,",175a S side Nottoway River Surry County
86.84210526315789,100.0,73.7,II_13_4180,11156,100.0,1728,1728,William Rogers,William Rogers Of Surry County,"WILLIAM ROGERS, 100 acs. (N.
.L.), Surry Co; S, side of Nottoway
Riv; on N. side of the Cyprus Br., cor.
of John Evans; 28 Sept. 1728, p. 326.
10 Shill.",100a S side Nottoway River Surry County
86.84210526315789,100.0,73.7,II_13_4203,11154,325.0,1728,1728,Col,Col John Allen Of Surry County,"COL, JOHN ALLEN, GENT., 325
acs. (N. L.), Surry Co; on S. side of
Nottoway Riv; adj. Thomas Dickings;
& Robert Reves’ lines; 17 Feb. 1728,
p. 339. 35 Shill.",325a S side Nottoway River Surry County
86.84210526315789,100.0,73.7,II_14_5020,11178,240.0,1731,1731,Henry Peebles,Henry Peebles Of Prince George County,"HENRY PEEBLES, of Pr. Geo, Co;
240 acs. (N. L.), Surry Co; S. side
of Nottoway Riv; adj. Lambert Zell; &
Katherine Evans; 25 Aug. 1731, p. 204,
28 Shiil.",240a S side Nottoway river Surry County
86.8,100.0,73.6,II_13_3786,8862,520.0,1727,1727,Robert Spotswood,Robert Spotswood Of Spotsco,"ROBERT SPOTSWOOD, 520 acs.
(CN. L.), Spotsyl. Co., in St. George's
Pac: on both sides the Black Walnut
Run, on $. side the Rappadan (Riv.);
beg. at Robert Slaughter’s land; 16 June
1727, p. 92,",520a both Sides Black Walnut Run S Side Rappadan Saint Georges parish Co. aforesaid
86.79245283018868,100.0,73.6,II_10_1745,10285,484.0,1717,1717,Thomas Elzey,Thomas Elzey Of Stafford Co.,"THOMAS ELZEY, of Stafford Co;
484 acs. (N. L.), Essex Co., in St.
Mary's Par; on S. side of a br. of
Mattopory River, against the Hunting
Run; 22 Jan. 1717, p. 353. 50 Shill.",484a S side of a br. of Mattapony Riv. against the head of the hunting run in St Marys parish in Essex County
86.78611422172452,84.2,89.4,II_10_1281,6040,500.0,1714,1714,Thomas Mims,Tho Mims,"THOMAS MIMS, 500 acs. (N. L.).
Henrico Co; on S. side the main br. of
Tuccahoe (Cr.); adj. Wm. Burton:
Benja. Woodson; & Michael Johnson,
23 Dee. 1714. p. 217. 50 Shill.",500a -/S s main br of Tuccahoe Ck
86.7816091954023,100.0,73.6,II_9_338,6495,738.0,1699,1699,Thomas Comer,Thomas Comer,"THOMAS COMER, 738 acs., New
Kent Co., in St. Peter's Par; on brs. of
Pamunkey River; on E. side of a br.
of same, called the New River; over
Goose Cr; & adj. John Saxon; 26 Oct.
1699, p. 241. Trans. of 15 pers: Edward Hobbs, Wm. Edwards, Anne Sanland, John Farmar, Wm. Davis, Wm.
Jones, George Oakes. Philip Webber,
Dan!l. Denbar, Wm. Swan, John Sheffell, Francis Beard, Henry Peson, John
Morer, John Carter.",738a on the branches of Pamunkey River in St Peters Parish
86.76470588235293,83.3,90.2,II_12_3180,6134,400.0,1725,1725,Thomas Daw/son,Tho Dawson,"THOMAS DAW/SON, 400 acs. (N.
L.), Henrico Co; on N. side of the W.
br, of Licking Hole Cr; 17 Aug. 1725,
p. 283. 40 Shill.",400a -/on W br of Licking hole Ck
86.66666666666666,100.0,73.3,II_10_1950,6070,497.0,1719,1719,Bouth Napier,Bouth Napier,"BOUTH NAPIER, 497 acs. (N. L.);
Henrico Co; N. side of James Riv; off
. side of Tuckahoe Cr; on Thomas
Wadkins’ line; 11 July 1719, p. 420.
50 Shill.",497a -/br of Tuckahoe Ck
86.66666666666666,100.0,73.3,II_13_4421,8900,1000.0,1728,1728,Jeremiah Clowder,Jeremiah Clowder Of Spotsco Gent.,"JEREMIAH CLOWDER, GENT.,
1000 acs. (N. L.), Spotsy!. Co., in St.
George’s Par; on N. side the N. fork
of the Northanna (Riv.), & on S, side
of Terry’s Run; adj. Mrs. Hannah
Clowder; & Capt. Clowder’s old line;
28 Sept. 1728, p. 429.",1000a N side N Fork Nanna
86.60714285714286,85.7,87.5,II_13_4248,6175,400.0,1728,1728,John Parish,Jno Parish,"JOHN PARISH, of James City Cou
400 acs. (N. L.), Henrico Co; on N.
side of James River, & on each side of
Ready Br., a br. of Tuckaho Cr; adj
Benjamin Woodson; Scott’s line; & land
of Woodson; & Thornhill; 28 Sept.
1728, p. 362. 25 Shill., & Imp. of 3
pers: Joseph Sheckleton, John Lee, &
Mary Jenings",400a -/bs Ready Br of Tuckaho Ck
86.58536585365854,100.0,73.2,II_10_1435,9542,180.0,1715,1715,Robert Scott,Robert Scott Of Isle Of Wight Co.,"ROBERT SCOTT, 180 acs, (N. L.),
Is. of Wight Co; on S, side the main
Blackwater Sw; adj. John Joyner:
Nathan Joyner; Anthony Lewis; Wm.
Johnson; Francis Hutchins; & Richard
Vick; 23 Mar. 1715, p. 268. Imp. of
4 pers: John Booth, Chr. King, James
Taplin, James Cooper.
CAVALIERS AND PIONEERS",180a S side of the main black water Sw. sd Co. of Isle of Wight
86.57534246575342,80.0,93.2,II_14_4755,6213,300.0,1730,1730,John Gun,Jno Gun,"JOHN GUN, 300 acs. (N.-L.),
Goochland Co; on N. side of James
Riv; on E, side the Horsepen Br. of
Beaverdam Cr., in line of Joseph Woodson; & on line dividing Goochland &
Hanover Counties; 28 Sept. 1730, p.
46. 30 Shill.",300a Goochland/Horsepen br of Beaverdam Ck
86.53846153846155,100.0,73.1,II_10_1790,4995,522.0,1717,1717,Anthony Trebue,Anthony Trebue,"ANTHONY TREBUE, 522 acs. (N.
L.), Henrico Co; on the gr. fork of
Swift Creek; 18 Mar. 1717, p. 364.
Imp. cf 11 pers: Anthony Goadton,
Peter Gipson, Carleton Rice, Willm.
May, Martha Allice, Peter Kadow,
Anthony Tribue, Kath. Trebue, Peter
Levia, Barnard  Provinsall, Rachell
Barly.",522a Henrico/ on Great fk of Swift Ck
86.49425287356323,89.7,83.3,II_12_3302,5067,400.0,1725,1725,John Wooldridge,Jno Wooldridge,"JOHN WOOLDRIDGE, 400 acs.
CN. L.), Henrico Co; on S. side of
James River;adj. Gilbert Gee; & Mrs.
Hannah Tullett’s line; 24 Mar, 1725, p.
366. 40 Shill.",400a Henrico/ S s James Riv
86.48648648648648,100.0,73.0,II_10_1174,9522,570.0,1714,1714,William Edwards,William Edwards Of Surry County,"WILLIAM EDWARDS, of Surry Co:
570 acs. (N. L.), Is. of Wight Co; on
S. side of Nottoway Riv; beg, at the
Nottoway Indians’ land; 16 June 1714,
p. 184. Imp. of 12. pers: Francis
Mason, Cornelius Tobinee, James Mason, Mary Ashbrooke, Mary Ashbrooke,
Junr., Wm. Marshall, Nicho. Thompson, Wm. Dowell, Edwd. Porter, Thos.
Martin, Ellis Jones, Richd. Darneton.",570a on S side Nottoway River Isle of Wight County
86.48648648648648,100.0,73.0,II_10_1175,9523,400.0,1714,1714,William West,William West Of Isle Of Wight Co.,"WILLIAM WEST, 400 acs. (N. L.).
Is. of Wight Co; on S, side of Nottoway Riv; on E. side of the Angelica
Sw; 16 June 1714, p, 184. 40 Shill.",400a on S side Nottoway River Isle of Wight County
86.48648648648648,100.0,73.0,II_10_1325,9536,200.0,1714,1714,Thomas Pitman,Thomas Pitman Junr Of Isle Of Wight County,"THOMAS PITMAN, JUNR., of Is.
of Wight Co; 200 acs. (N. L.), Surry
Co; S. side the main Blackwater Sw;
beg. at Thos. Holliman, on E. side of
the Raccoon Branch; 23 Dec. 1714, p.
230. Imp. of 4 pers: George Rose,
Philip Roberts, Martin Aspell, Eliza.
Davis.",200a S side of the the main black water Swamp Surry Co.
86.48648648648648,100.0,73.0,II_10_1337,9539,620.0,1714,1714,Hinshea Guillum,Hinshea Guillum Of Surry County,"HINSHEA GUILLUM, of Surry Co;
620 acs, (N. L.), Is. of Wight Co; S.
side of Nottoway Riv; beg. on N. side
of Raccoon Sw; adj. his own. & land
of Capr. Henry Harrison: 23 Dec, 1714.
p. 234. 3 Lbs. 5 Shill.",620a on S side Nottoway River Isle of Wight County
